chr	start	end	strand	name	id
chr22	42466783	42467084	-	NAGA	ENST00000396398.7
chr22	42372563	42372864	+	SEPT3	ENST00000396426.7
chr22	38380493	38380794	-	SOX10	ENST00000396884.6
chr22	32870993	32871294	+	FBXO7	ENST00000397426.5
chr22	32860385	32860686	-	BPIFC	ENST00000397450.2
chr22	22307152	22307453	-	PPM1F	ENST00000397495.8
chr22	26961283	26961584	-	TPST2	ENST00000398110.6
chr22	24096545	24096846	-	VPREB3	ENST00000398465.3
chr22	21319145	21319446	+	AIFM3	ENST00000399167.6
chr22	19466644	19466945	-	UFD1	ENST00000399523.5
chr22	18560523	18560824	+	PEX26	ENST00000399744.7
chr22	18111370	18111671	+	BCL2L13	ENST00000399781.5
chr22	17640094	17640395	-	HDHD5	ENST00000399852.3
chr22	17602206	17602507	-	TMEM121B	ENST00000399875.1
chr22	38794476	38794777	-	Z98749.3	ENST00000400206.7
chr22	29468815	29469116	+	KREMEN1	ENST00000400335.8
chr22	25201985	25202286	+	SGSM1	ENST00000400358.8
chr22	20748154	20748455	+	ZNF74	ENST00000400451.6
chr22	19929275	19929576	-	TXNRD2	ENST00000400519.6
chr22	29711630	29711931	-	RASL10A	ENST00000401450.3
chr22	37640237	37640538	-	RAC2	ENST00000401529.3
chr22	42095252	42095553	+	MEI1	ENST00000401548.7
chr22	30278893	30279194	+	MTMR3	ENST00000401950.6
chr22	42084834	42085135	-	SNU13	ENST00000401959.5
chr22	30960825	30961126	-	GAL3ST1	ENST00000401975.5
chr22	42196432	42196733	+	CCDC134	ENST00000402061.7
chr22	39378153	39378454	+	APOBEC3B	ENST00000402182.7
chr22	40441227	40441528	+	TNRC6B	ENST00000402203.5
chr22	43355833	43356134	-	PACSIN2	ENST00000402229.5
chr22	31523495	31523796	+	INPP5J	ENST00000402238.5
chr22	31688414	31688715	-	PIK3IP1	ENST00000402249.7
chr22	30970514	30970815	-	GAL3ST1	ENST00000402369.5
chr22	42086457	42086758	-	SNU13	ENST00000402458.1
chr22	40859371	40859672	-	MKL1	ENST00000402630.5
chr22	24951724	24952025	+	SNRPD3	ENST00000402849.5
chr22	37678265	37678566	+	CYTH4	ENST00000402997.5
chr22	19512855	19513156	-	CLDN5	ENST00000403084.1
chr22	19929005	19929306	+	COMT	ENST00000403184.5
chr22	37915498	37915799	-	CARD10	ENST00000403299.5
chr22	30661756	30662057	-	OSM	ENST00000403389.1
chr22	30662777	30663078	-	OSM	ENST00000403463.1
chr22	30722839	30723140	-	TBC1D10A	ENST00000403477.7
chr22	21386787	21387088	-	SLC7A4	ENST00000403586.5
chr22	37309419	37309720	+	CSF2RB	ENST00000403662.7
chr22	37415457	37415758	-	TST	ENST00000403892.7
chr22	30642677	30642978	-	LIF	ENST00000403987.3
chr22	26565189	26565490	+	SEZ6L	ENST00000404234.7
chr22	45809449	45809750	-	SMC1B	ENST00000404354.3
chr22	31489093	31489394	+	SMTN	ENST00000404574.5
chr22	24951852	24952153	-	GUCD1	ENST00000404664.7
chr22	35461878	35462179	+	ISX	ENST00000404699.6
chr22	44464690	44464991	+	PARVB	ENST00000404989.1
chr22	19842411	19842712	-	GNB1L	ENST00000405009.5
chr22	39151953	39152254	-	SUN2	ENST00000405018.5
chr22	37403831	37404132	-	TEX33	ENST00000405091.6
chr22	50970525	50970826	-	ODF3B	ENST00000405135.5
chr22	47882809	47883110	-	LINC01644	ENST00000405369.3
chr22	20307481	20307782	-	DGCR6L	ENST00000405465.3
chr22	42017736	42018037	+	XRCC6	ENST00000405506.2
chr22	45705754	45706055	+	FAM118A	ENST00000405673.5
chr22	38713393	38713694	-	CSNK1E	ENST00000405675.7
chr22	24198870	24199171	+	SLC2A11	ENST00000405847.5
chr22	44319421	44319722	+	PNPLA3	ENST00000406117.6
chr22	30987802	30988103	-	PES1	ENST00000406208.7
chr22	38092760	38093061	+	TRIOBP	ENST00000406386.7
chr22	25348446	25348747	+	KIAA1671	ENST00000406486.8
chr22	22901623	22901924	-	PRAME	ENST00000406503.1
chr22	19938775	19939076	+	COMT	ENST00000406520.7
chr22	29702762	29703063	+	GAS2L1	ENST00000406549.7
chr22	41763086	41763387	+	TEF	ENST00000406644.7
chr22	37505552	37505853	-	TMPRSS6	ENST00000406856.5
chr22	49088808	49089109	+	FAM19A5	ENST00000406880.1
chr22	47016048	47016349	+	GRAMD4	ENST00000406902.5
chr22	37212994	37213295	-	PVALB	ENST00000406910.6
chr22	51001283	51001584	-	SYCE3	ENST00000406915.3
chr22	45559616	45559917	+	NUP50	ENST00000407019.6
chr22	40342570	40342871	+	GRAP2	ENST00000407075.3
chr22	38141984	38142285	+	TRIOBP	ENST00000407319.6
chr22	21771442	21771743	+	HIC2	ENST00000407464.6
chr22	38609291	38609592	+	MAFF	ENST00000407965.1
chr22	47070254	47070555	+	GRAMD4	ENST00000408031.1
chr22	36357663	36357964	-	RBFOX2	ENST00000408983.2
chr22	36044191	36044492	+	APOL6	ENST00000409652.4
chr22	30752822	30753123	-	SF3A1	ENST00000411423.1
chr22	30198040	30198341	-	ASCC2	ENST00000411532.1
chr22	20008341	20008642	+	TANGO2	ENST00000411907.5
chr22	36877592	36877893	-	TXN2	ENST00000411915.1
chr22	42765163	42765464	-	LINC01315	ENST00000412060.1
chr22	46465720	46466021	-	AL121672.2	ENST00000412643.1
chr22	24998863	24999164	+	GGT1	ENST00000412658.5
chr22	19938214	19938515	+	COMT	ENST00000412786.5
chr22	29999294	29999595	+	NF2	ENST00000413209.6
chr22	27727497	27727798	+	AL020994.2	ENST00000413244.1
chr22	38240232	38240533	-	ANKRD54	ENST00000413497.5
chr22	18111448	18111749	-	ATP6V1E1	ENST00000413576.1
chr22	45405829	45406130	-	PHF21B	ENST00000414269.1
chr22	51112592	51112893	+	SHANK3	ENST00000414786.6
chr22	29949679	29949980	-	THOC5	ENST00000414902.5
chr22	29977012	29977313	-	NIPSNAP1	ENST00000415100.5
chr22	44577368	44577669	+	PARVG	ENST00000415224.5
chr22	28316071	28316372	-	PITPNB	ENST00000415296.5
chr22	37959410	37959711	+	CDC42EP1	ENST00000415670.1
chr22	42949673	42949974	+	SERHL2	ENST00000416156.6
chr22	50051054	50051355	-	C22orf34	ENST00000416411.1
chr22	31795345	31795646	+	DRG1	ENST00000416465.5
chr22	29138359	29138660	-	CHEK2	ENST00000416671.5
chr22	42915749	42916050	-	RRP7A	ENST00000416699.5
chr22	24128899	24129200	+	SMARCB1	ENST00000417137.5
chr22	38588056	38588357	-	PLA2G6	ENST00000417303.6
chr22	41252830	41253131	+	XPNPEP3	ENST00000417688.5
chr22	39097510	39097811	-	JOSD1	ENST00000417712.1
chr22	24384207	24384508	-	GSTT1	ENST00000417831.1
chr22	37172096	37172397	-	IFT27	ENST00000417951.6
chr22	37621984	37622285	-	Z82188.1	ENST00000417990.2
chr22	29951154	29951455	-	THOC5	ENST00000418021.1
chr22	27620567	27620868	-	LINC01638	ENST00000418271.1
chr22	38146753	38147054	+	TRIOBP	ENST00000418339.5
chr22	39101703	39102004	+	GTPBP1	ENST00000418601.1
chr22	50528223	50528524	+	MOV10L1	ENST00000419054.5
chr22	37562546	37562847	+	Z82188.2	ENST00000419128.1
chr22	36018520	36018821	-	MB	ENST00000419229.1
chr22	35653194	35653495	+	HMGXB4	ENST00000420166.5
chr22	41593409	41593710	-	EP300-AS1	ENST00000420537.1
chr22	19874561	19874862	+	AC000078.1	ENST00000420617.1
chr22	45404816	45405117	-	PHF21B	ENST00000420689.1
chr22	41215279	41215580	-	SLC25A17	ENST00000420970.5
chr22	50946394	50946695	+	NCAPH2	ENST00000420993.6
chr22	24059483	24059784	-	AP000347.2	ENST00000421064.5
chr22	42977952	42978253	-	RRP7BP	ENST00000421116.1
chr22	33617686	33617987	-	LARGE1	ENST00000421232.1
chr22	46663654	46663955	+	TTC38	ENST00000421359.5
chr22	37318403	37318704	+	CSF2RB	ENST00000421539.1
chr22	33968188	33968489	-	LARGE1	ENST00000421768.1
chr22	27042141	27042442	+	MIAT	ENST00000421867.5
chr22	21368525	21368826	-	TUBA3FP	ENST00000422086.5
chr22	38349501	38349802	-	C22orf23	ENST00000422191.1
chr22	42475444	42475745	+	SMDT1	ENST00000422252.1
chr22	43398395	43398696	-	PACSIN2	ENST00000422336.5
chr22	26879698	26879999	-	HPS4	ENST00000422379.2
chr22	36648926	36649227	+	APOL1	ENST00000422471.5
chr22	40929764	40930065	-	MKL1	ENST00000422851.1
chr22	27283460	27283761	-	Z97353.1	ENST00000422915.1
chr22	41471192	41471493	-	AL080243.1	ENST00000423293.1
chr22	35626998	35627299	-	LINC01399	ENST00000423311.1
chr22	32435226	32435527	+	Z74021.1	ENST00000423610.1
chr22	48027172	48027473	+	AL117329.1	ENST00000423737.5
chr22	31198822	31199123	+	OSBP2	ENST00000424224.5
chr22	24819314	24819615	+	ADORA2A	ENST00000424232.5
chr22	34120762	34121063	+	LARGE-AS1	ENST00000424291.5
chr22	45609329	45609630	-	KIAA0930	ENST00000424508.5
chr22	45714421	45714722	+	FAM118A	ENST00000424557.1
chr22	36784420	36784721	+	FO393418.1	ENST00000424761.1
chr22	50968368	50968669	-	TYMP	ENST00000425169.1
chr22	31644093	31644394	+	LIMK2	ENST00000425203.1
chr22	50745981	50746282	-	PLXNB2	ENST00000425954.1
chr22	21321285	21321586	+	AIFM3	ENST00000426113.5
chr22	45559611	45559912	-	NUP50-AS1	ENST00000426282.6
chr22	21822326	21822627	+	TMEM191C	ENST00000427147.5
chr22	22697288	22697589	+	IGLV9-49	ENST00000427632.2
chr22	24890991	24891292	-	ADORA2A-AS1	ENST00000427813.6
chr22	17602225	17602526	+	LINC01664	ENST00000428078.4
chr22	38484894	38485195	-	BAIAP2L2	ENST00000428572.1
chr22	20905043	20905344	+	MED15	ENST00000428629.5
chr22	19950971	19951272	+	COMT	ENST00000428707.1
chr22	39410016	39410317	+	APOBEC3C	ENST00000428892.1
chr22	30476168	30476469	-	HORMAD2-AS1	ENST00000429350.5
chr22	37415558	37415859	+	MPST	ENST00000429360.5
chr22	39868542	39868843	+	MGAT3	ENST00000429402.1
chr22	32034380	32034681	-	PISD	ENST00000429683.1
chr22	37099712	37100013	+	AL049749.1	ENST00000430281.1
chr22	37956236	37956537	+	CDC42EP1	ENST00000430687.1
chr22	28315113	28315414	+	TTC28-AS1	ENST00000430853.5
chr22	38577736	38578037	-	PLA2G6	ENST00000430886.5
chr22	46972775	46973076	+	GRAMD4	ENST00000431155.1
chr22	24912225	24912526	+	AP000355.1	ENST00000432032.1
chr22	45064342	45064643	+	PRR5	ENST00000432186.5
chr22	32517713	32518014	+	AP1B1P1	ENST00000432373.1
chr22	44258235	44258536	-	SULT4A1	ENST00000432404.5
chr22	38903614	38903915	-	DDX17	ENST00000432525.5
chr22	31318044	31318345	+	MORC2-AS1	ENST00000432624.2
chr22	31459840	31460141	+	SMTN	ENST00000432777.5
chr22	41940380	41940681	-	POLR3H	ENST00000432789.1
chr22	30714773	30715074	-	TBC1D10A	ENST00000433426.5
chr22	25722968	25723269	+	AL022324.1	ENST00000433457.2
chr22	41842738	41843039	-	TOB2	ENST00000434408.1
chr22	50552636	50552937	+	MOV10L1	ENST00000434497.1
chr22	37584225	37584526	-	C1QTNF6	ENST00000434784.1
chr22	32600851	32601152	+	SLC5A4-AS1	ENST00000434942.1
chr22	40271042	40271343	+	UQCRFS1P1	ENST00000435169.1
chr22	46481626	46481927	+	MIRLET7BHG	ENST00000435439.5
chr22	32058115	32058416	-	PISD	ENST00000435900.5
chr22	36294401	36294702	-	NDUFA9P1	ENST00000436210.1
chr22	42394525	42394826	+	WBP2NL	ENST00000436265.5
chr22	43253194	43253495	-	ARFGAP3	ENST00000437119.6
chr22	24666534	24666835	+	SPECC1L	ENST00000437398.5
chr22	38453151	38453452	+	PICK1	ENST00000437453.5
chr22	45921304	45921605	+	FBLN1	ENST00000437711.1
chr22	22337112	22337413	-	TOP3B	ENST00000437929.5
chr22	36424422	36424723	-	RBFOX2	ENST00000438146.6
chr22	38082079	38082380	+	NOL12	ENST00000438329.5
chr22	23922438	23922739	-	IGLL1	ENST00000438703.1
chr22	37882366	37882667	-	MFNG	ENST00000438891.5
chr22	18957776	18958077	+	DGCR5	ENST00000438934.5
chr22	20287032	20287333	+	AC007663.1	ENST00000438948.1
chr22	42486684	42486985	+	NDUFA6-AS1	ENST00000439129.5
chr22	29137720	29138021	-	CHEK2	ENST00000439200.5
chr22	50683349	50683650	-	TUBGCP6	ENST00000439308.6
chr22	24828557	24828858	+	ADORA2A	ENST00000439591.1
chr22	20138537	20138838	-	CCDC188	ENST00000439765.3
chr22	24372866	24373167	+	AP000351.10	ENST00000439866.1
chr22	18957787	18958088	+	DGCR5	ENST00000440005.6
chr22	46546173	46546474	+	PPARA	ENST00000440343.5
chr22	27042924	27043225	+	MIAT	ENST00000440347.5
chr22	30685434	30685735	-	CASTOR1	ENST00000440704.5
chr22	43485374	43485675	-	TTLL1	ENST00000440761.1
chr22	26986038	26986339	-	TPST2	ENST00000440953.5
chr22	37539610	37539911	-	IL2RB	ENST00000440958.1
chr22	18507274	18507575	-	MICAL3	ENST00000441493.6
chr22	20862084	20862385	+	MED15	ENST00000441501.5
chr22	17702693	17702994	-	ADA2	ENST00000441548.1
chr22	40440570	40440871	+	TNRC6B	ENST00000441751.5
chr22	24030072	24030373	+	RGL4	ENST00000441897.5
chr22	50523762	50524063	-	MLC1	ENST00000442311.1
chr22	32022229	32022530	-	PISD	ENST00000442379.1
chr22	22899961	22900262	-	PRAME	ENST00000442481.5
chr22	36013325	36013626	-	MB	ENST00000442617.1
chr22	38349419	38349720	+	POLR2F	ENST00000442738.6
chr22	18511900	18512201	+	LINC01634	ENST00000443243.1
chr22	46475941	46476242	+	MIRLET7BHG	ENST00000443490.5
chr22	47134053	47134354	-	CERK	ENST00000443629.5
chr22	19419851	19420152	+	MRPL40	ENST00000443660.5
chr22	32340257	32340558	+	YWHAH	ENST00000443669.5
chr22	37213507	37213808	-	PVALB	ENST00000443735.1
chr22	45021248	45021549	-	LINC00229	ENST00000443783.1
chr22	21011150	21011451	-	SMPD4P1	ENST00000443839.1
chr22	44426994	44427295	+	PARVB	ENST00000444029.5
chr22	21311129	21311430	+	LINC01637	ENST00000444039.1
chr22	20861577	20861878	+	MED15	ENST00000444094.5
chr22	24059463	24059764	-	AP000347.1	ENST00000444220.2
chr22	44576519	44576820	+	PARVG	ENST00000444313.7
chr22	39077774	39078075	-	AL021707.2	ENST00000444381.1
chr22	27068479	27068780	+	MIATNB	ENST00000444388.5
chr22	25801293	25801594	-	LRP5L	ENST00000444995.7
chr22	30752739	30753040	+	CCDC157	ENST00000445005.5
chr22	20877679	20877980	+	MED15	ENST00000445189.5
chr22	22294978	22295279	-	PPM1F	ENST00000445205.1
chr22	43010824	43011125	-	POLDIP3	ENST00000445215.5
chr22	24407615	24407916	+	CABIN1	ENST00000445422.5
chr22	30968794	30969095	-	GAL3ST1	ENST00000445645.5
chr22	43411053	43411354	-	PACSIN2	ENST00000445706.5
chr22	20849949	20850250	+	MED15	ENST00000445987.5
chr22	37256779	37257080	+	NCF4	ENST00000447071.5
chr22	30956695	30956996	-	GAL3ST1	ENST00000447224.5
chr22	24951006	24951307	-	GUCD1	ENST00000447813.6
chr22	30938272	30938573	+	SIRPAP1	ENST00000448467.1
chr22	21213654	21213955	-	PI4KA	ENST00000449120.1
chr22	27671950	27672251	+	AL020994.3	ENST00000449126.1
chr22	40503019	40503320	-	RPL7P52	ENST00000449200.1
chr22	51176516	51176817	-	AC000036.1	ENST00000449652.1
chr22	19949842	19950143	+	COMT	ENST00000449653.5
chr22	30476210	30476511	+	HORMAD2	ENST00000450612.5
chr22	46283577	46283878	-	BX324167.1	ENST00000451118.1
chr22	36635522	36635823	-	APOL2	ENST00000451256.6
chr22	35795876	35796177	+	MCM5	ENST00000451351.5
chr22	25003375	25003676	+	GGT1	ENST00000451366.5
chr22	24059457	24059758	-	GUSBP11	ENST00000451837.5
chr22	38035449	38035750	+	SH3BP1	ENST00000451997.5
chr22	46684156	46684457	+	TTC38	ENST00000451998.1
chr22	21056958	21057259	+	TMEM191A	ENST00000452055.5
chr22	24038420	24038721	+	RGL4	ENST00000452208.1
chr22	21356246	21356547	+	THAP7-AS1	ENST00000452284.1
chr22	41677574	41677875	-	RANGAP1	ENST00000452543.5
chr22	37823429	37823730	-	ELFN2	ENST00000452946.1
chr22	50752809	50753110	+	CR559946.1	ENST00000453835.1
chr22	44568613	44568914	+	PARVG	ENST00000453888.7
chr22	37571043	37571344	-	IL2RB	ENST00000453962.5
chr22	31277417	31277718	+	OSBP2	ENST00000454145.5
chr22	40573678	40573979	+	TNRC6B	ENST00000454349.6
chr22	46692387	46692688	+	GTSE1	ENST00000454366.1
chr22	38321603	38321904	+	MICALL1	ENST00000454685.5
chr22	26908375	26908676	-	TFIP11	ENST00000455080.5
chr22	45898461	45898762	+	FBLN1	ENST00000455233.5
chr22	38082170	38082471	+	Z83844.1	ENST00000455236.4
chr22	41636847	41637148	-	CHADL	ENST00000455425.1
chr22	36925162	36925463	-	EIF3D	ENST00000455547.5
chr22	42896334	42896635	+	SERHL	ENST00000455578.5
chr22	31488203	31488504	+	SMTN	ENST00000455608.5
chr22	19701736	19702037	+	SEPT5	ENST00000455784.6
chr22	41252569	41252870	-	ST13	ENST00000455824.1
chr22	35695542	35695843	+	TOM1	ENST00000456128.5
chr22	39096884	39097185	-	JOSD1	ENST00000456626.1
chr22	36761105	36761406	-	MYH9	ENST00000456729.1
chr22	24990527	24990828	+	GGT1	ENST00000456869.5
chr22	18923728	18924029	-	PRODH	ENST00000457083.1
chr22	38668960	38669261	-	TMEM184B	ENST00000457534.5
chr22	38794814	38795115	-	Z98749.2	ENST00000457665.5
chr22	40766344	40766645	+	SGSM3	ENST00000457767.5
chr22	29196420	29196721	+	Z93930.2	ENST00000458080.1
chr22	22292414	22292715	+	AC245452.1	ENST00000458178.2
chr22	27053301	27053602	+	MIAT	ENST00000458302.5
chr22	36915497	36915798	-	EIF3D	ENST00000458572.1
chr22	41864578	41864879	-	PHF5A	ENST00000459687.5
chr22	45725265	45725566	+	FAM118A	ENST00000459849.1
chr22	45072714	45073015	+	PRR5	ENST00000459857.5
chr22	41967770	41968071	+	CSDC2	ENST00000460790.1
chr22	42343086	42343387	-	CENPM	ENST00000460824.1
chr22	40322402	40322703	+	GRAP2	ENST00000461082.1
chr22	29874113	29874414	-	RFPL1S	ENST00000461286.4
chr22	32146007	32146308	-	PRR14L	ENST00000461722.1
chr22	43965972	43966273	-	EFCAB6	ENST00000461800.5
chr22	21457054	21457355	+	BCRP2	ENST00000461808.5
chr22	51221934	51222235	+	RPL23AP82	ENST00000462238.5
chr22	31607974	31608275	+	LIMK2	ENST00000462625.1
chr22	19868626	19868927	-	TXNRD2	ENST00000462843.2
chr22	21984250	21984551	-	YDJC	ENST00000464015.5
chr22	24181140	24181441	-	DERL3	ENST00000464110.1
chr22	42017038	42017339	+	XRCC6	ENST00000464116.2
chr22	46136139	46136440	+	ATXN10	ENST00000464482.1
chr22	29108083	29108384	-	CHEK2	ENST00000464581.5
chr22	35806101	35806402	+	MCM5	ENST00000464908.5
chr22	24820115	24820416	+	ADORA2A	ENST00000464977.5
chr22	41258019	41258320	+	XPNPEP3	ENST00000465258.1
chr22	24988950	24989251	-	LRRC75B	ENST00000465334.1
chr22	31892199	31892500	+	SFI1	ENST00000465437.5
chr22	31503463	31503764	-	SELENOM	ENST00000465536.5
chr22	35807181	35807482	+	MCM5	ENST00000465557.1
chr22	45928780	45929081	+	FBLN1	ENST00000465578.1
chr22	17488838	17489139	-	GAB4	ENST00000465611.1
chr22	30234166	30234467	-	ASCC2	ENST00000465667.6
chr22	24114782	24115083	+	MMP11	ENST00000465730.1
chr22	24236386	24236687	+	MIF	ENST00000465752.1
chr22	43042634	43042935	-	CYB5R3	ENST00000466276.1
chr22	41985749	41986050	-	PMM1	ENST00000466645.5
chr22	21996392	21996693	+	SDF2L1	ENST00000466935.1
chr22	32000304	32000605	+	SFI1	ENST00000466991.5
chr22	50354165	50354466	+	PIM3	ENST00000467480.1
chr22	37593737	37594038	-	C1QTNF6	ENST00000467564.5
chr22	19044515	19044816	-	DGCR2	ENST00000467659.1
chr22	33264994	33265295	-	SYN3	ENST00000467824.1
chr22	20004217	20004518	-	ARVCF	ENST00000467828.1
chr22	51221977	51222278	-	RABL2B	ENST00000468451.1
chr22	32926124	32926425	-	SYN3	ENST00000468922.1
chr22	38480049	38480350	-	SLC16A8	ENST00000469516.5
chr22	19166201	19166502	-	SLC25A1	ENST00000470922.5
chr22	20004286	20004587	+	TANGO2	ENST00000471707.5
chr22	19132095	19132396	-	ESS2	ENST00000472073.1
chr22	42084692	42084993	+	C22orf46	ENST00000472110.2
chr22	24827836	24828137	+	ADORA2A	ENST00000472248.5
chr22	38072755	38073056	+	LGALS1	ENST00000472321.1
chr22	42336172	42336473	-	CENPM	ENST00000472374.6
chr22	36220369	36220670	-	RBFOX2	ENST00000473487.6
chr22	29784467	29784768	-	AP1B1	ENST00000473606.1
chr22	42171800	42172101	+	MEI1	ENST00000473736.5
chr22	32188422	32188723	+	DEPDC5	ENST00000473802.1
chr22	39493025	39493326	+	APOBEC3H	ENST00000474235.1
chr22	23648681	23648982	+	BCR	ENST00000475025.5
chr22	39190086	39190387	-	DNAL4	ENST00000475512.2
chr22	31477053	31477354	+	SMTN	ENST00000475548.5
chr22	39052390	39052691	+	CBY1	ENST00000475924.5
chr22	41347100	41347401	+	RBX1	ENST00000476110.1
chr22	45936858	45937159	+	FBLN1	ENST00000476366.1
chr22	42177152	42177453	+	MEI1	ENST00000476893.5
chr22	30222069	30222370	-	ASCC2	ENST00000477074.1
chr22	19706802	19707103	+	SEPT5	ENST00000477238.1
chr22	31159989	31160290	+	OSBP2	ENST00000477355.5
chr22	44482313	44482614	+	PARVB	ENST00000477795.1
chr22	39548494	39548795	-	CBX7	ENST00000477827.1
chr22	17565593	17565894	+	IL17RA	ENST00000477874.1
chr22	37448854	37449155	+	KCTD17	ENST00000478231.5
chr22	20920501	20920802	+	MED15	ENST00000478831.5
chr22	32021721	32022022	-	PISD	ENST00000478893.5
chr22	51021198	51021499	-	CHKB	ENST00000479003.5
chr22	20850028	20850329	-	KLHL22	ENST00000479601.5
chr22	36600710	36601011	-	APOL4	ENST00000480236.2
chr22	17679630	17679931	-	ADA2	ENST00000480276.1
chr22	39147395	39147696	-	SUN2	ENST00000480307.1
chr22	35776835	35777136	+	HMOX1	ENST00000481190.1
chr22	37627492	37627793	-	RAC2	ENST00000481215.1
chr22	41601035	41601336	+	L3MBTL2	ENST00000481902.5
chr22	26875326	26875627	-	HPS4	ENST00000481910.1
chr22	42148257	42148558	+	MEI1	ENST00000482055.5
chr22	50699609	50699910	-	MAPK12	ENST00000482969.5
chr22	32925007	32925308	-	SYN3	ENST00000483062.5
chr22	19467173	19467474	+	CDC45	ENST00000483431.5
chr22	18893587	18893888	+	DGCR6	ENST00000483718.5
chr22	29138416	29138717	+	HSCB	ENST00000483861.5
chr22	19842335	19842636	-	RTL10	ENST00000484072.5
chr22	45929410	45929711	+	FBLN1	ENST00000484531.1
chr22	32883024	32883325	+	FBXO7	ENST00000484607.1
chr22	46566932	46567233	+	PPARA	ENST00000484619.1
chr22	31968712	31969013	+	SFI1	ENST00000484806.1
chr22	29664011	29664312	+	EWSR1	ENST00000485037.5
chr22	44208103	44208404	-	EFCAB6	ENST00000485142.1
chr22	18189225	18189526	+	BCL2L13	ENST00000485631.1
chr22	21213049	21213350	-	PI4KA	ENST00000485963.5
chr22	22292852	22293153	-	PPM1F	ENST00000486259.1
chr22	39474266	39474567	+	APOBEC3G	ENST00000486357.1
chr22	20726935	20727236	-	USP41	ENST00000486536.6
chr22	45631243	45631544	-	KIAA0930	ENST00000486640.5
chr22	32808177	32808478	-	RTCB	ENST00000487704.5
chr22	29663859	29664160	-	RHBDD3	ENST00000488106.1
chr22	37892736	37893037	-	CARD10	ENST00000488141.5
chr22	42526764	42527065	-	CYP2D6	ENST00000488442.1
chr22	20104796	20105097	+	RANBP1	ENST00000488484.1
chr22	42078409	42078710	-	SNU13	ENST00000488571.1
chr22	39102265	39102566	+	GTPBP1	ENST00000488787.5
chr22	38627273	38627574	-	TMEM184B	ENST00000488844.1
chr22	50689606	50689907	-	HDAC10	ENST00000489424.5
chr22	38004586	38004887	+	GGA1	ENST00000489772.5
chr22	21213118	21213419	+	SNAP29	ENST00000490458.1
chr22	24199811	24200112	+	SLC2A11	ENST00000491948.5
chr22	39928686	39928987	-	RPS19BP1	ENST00000491966.1
chr22	36236399	36236700	-	RBFOX2	ENST00000491982.1
chr22	45608247	45608548	-	KIAA0930	ENST00000492273.1
chr22	23412509	23412810	+	GNAZ	ENST00000492538.1
chr22	51021343	51021644	-	CHKB-CPT1B	ENST00000492556.5
chr22	19974627	19974928	-	ARVCF	ENST00000492625.5
chr22	45598545	45598846	-	KIAA0930	ENST00000493003.1
chr22	31686661	31686962	-	PIK3IP1	ENST00000493034.1
chr22	36597872	36598173	-	APOL4	ENST00000493203.6
chr22	21336335	21336636	+	LZTR1	ENST00000493460.1
chr22	38077429	38077730	+	NOL12	ENST00000493862.5
chr22	43567705	43568006	-	TTLL12	ENST00000494035.1
chr22	31739220	31739521	-	PATZ1	ENST00000494109.1
chr22	39150897	39151198	-	SUN2	ENST00000494273.1
chr22	31555918	31556219	+	RNF185	ENST00000494514.5
chr22	20784162	20784463	-	SCARF2	ENST00000494535.1
chr22	20104655	20104956	-	TRMT2A	ENST00000494641.1
chr22	35782782	35783083	+	HMOX1	ENST00000494998.1
chr22	18484216	18484517	-	MICAL3	ENST00000495076.5
chr22	24552250	24552551	+	CABIN1	ENST00000495121.1
chr22	50765355	50765656	-	DENND6B	ENST00000495607.5
chr22	39348495	39348796	+	APOBEC3A	ENST00000495988.1
chr22	24823344	24823645	+	ADORA2A	ENST00000496497.1
chr22	21921768	21922069	+	UBE2L3	ENST00000496722.1
chr22	22020047	22020348	+	PPIL2	ENST00000496819.1
chr22	37595374	37595675	-	C1QTNF6	ENST00000497071.1
chr22	21399998	21400299	+	LRRC74B	ENST00000497328.5
chr22	18049515	18049816	+	SLC25A18	ENST00000497401.1
chr22	18121256	18121557	+	BCL2L13	ENST00000498133.5
chr22	30736717	30737018	-	SF3A1	ENST00000498259.1
chr22	38539450	38539751	-	PLA2G6	ENST00000498338.1
chr22	21355980	21356281	-	THAP7	ENST00000498406.1
chr22	38230684	38230985	-	ANKRD54	ENST00000498417.5
chr22	39715531	39715832	-	RPL3	ENST00000498462.1
chr22	49819035	49819336	-	C22orf34	ENST00000498829.1
chr22	42347918	42348219	+	LINC00634	ENST00000505157.1
chr22	19435163	19435464	-	C22orf39	ENST00000509549.5
chr22	31050750	31051051	-	AC003072.1	ENST00000510957.1
chr22	50944598	50944899	-	LMF2	ENST00000514938.1
chr22	42739571	42739872	-	TCF20	ENST00000515426.1
chr22	22758288	22758589	+	IGLV1-41	ENST00000519790.1
chr22	24110012	24110313	-	CHCHD10	ENST00000520222.1
chr22	23006692	23006993	+	IGLV2-28	ENST00000520681.1
chr22	17403012	17403313	-	IGKV2OR22-3	ENST00000521969.2
chr22	22380223	22380524	+	IGLVI-70	ENST00000523272.1
chr22	36552882	36553183	-	APOL3	ENST00000525184.1
chr22	23229709	23230010	+	IGLL5	ENST00000526893.5
chr22	36556751	36557052	-	APOL3	ENST00000531195.1
chr22	32149686	32149987	+	DEPDC5	ENST00000535622.5
chr22	26137860	26138161	+	MYO18B	ENST00000536101.5
chr22	38597688	38597989	+	MAFF	ENST00000538999.1
chr22	19435704	19436005	-	C22orf39	ENST00000542103.5
